word	word_ar	lemma	lemma_ar	pos	stem	gloss	root	root_ar	pattern	pattern_ar	freq_word	freq_lem	freq_root	freq_ptrn
qiS~api	قِصَّةِ	qiS~ap_1	قِصَّةـ1	noun	qiS~	story	q.S.S	ق.ص.ص	fiE~ap	فِعَّة	7355	52163	76698	1100025
$Ab~K	شابٍّ	$Ab~_1	شابّـ1	noun	$Ab~	young_man	$.b.b	ش.ب.ب	fAE~	فاعّ	8275	44985	88638	1827993
xir~iyjiy	خِرِّيجِي	xir~iyj_1	خِرِّيجـ1	noun	xir~iyj	graduate	x.r.j	خ.ر.ج	fiE~iyl	فِعِّيل	4449	14953	209287	67600
maEohadi	مَعْهَدِ	maEohad_1	مَعْهَدـ1	noun	maEohad	institute	E.h.d	ع.ه.د	mafoEal	مَفْعَل	23845	76354	362635	1993955
lilt~ijArapi	لِلتِّجارَةِ	tijArap_1	تِجارَةـ1	noun	tijAr	commerce;business	t.j.r	ت.ج.ر	fiEAlap	فِعالَة	14195	204585	431696	1420370
rajulu	رَجُلُ	rajul_1	رَجُلـ1	noun	rajul	man	r.j.l	ر.ج.ل	faEul	فَعُل	19247	178289	195102	182202
$axoSiy~apK	شَخْصِيَّةٍ	$axoSiy~_1	شَخْصِيّـ1	adj	$axoSiy~	private;personal	$.x.S	ش.خ.ص	faEoliy~	فَعْلِيّ	10604	124644	437860	2038446
waxilAfAF	وَخِلافاً	xilAf_1	خِلافـ1	noun	xilAf	dispute;controversy;conflict	x.l.f	خ.ل.ف	fiEAl	فِعال	4475	112219	552081	4333985
yuHaq~iqu	يُحَقِّقُ	Haq~aq_1	حَقَّقـ1	verb	Haq~iq	achieve;realize;reach	H.q.q	ح.ق.ق	faE~al	فَعَّل	15374	205987	1376849	4031261
Aln~ajAHa	النَّجاحَ	najAH_1	نَجاحـ1	noun	najAH	success	n.j.H	ن.ج.ح	faEAl	فَعال	4706	120871	140321	3203401
$arikapi	شَرِكَةِ	$arikap_1	شَرِكَةـ1	noun	$arik	company;corporation	$.r.k	ش.ر.ك	faEilap	فَعِلَة	102255	453997	1084812	727683
DaxomapK	ضَخْمَةٍ	Daxom_1	ضَخْمـ1	adj	Daxom	large;voluminous	D.x.m	ض.خ.م	faEol	فَعْل	14819	50258	83173	14268861
Als~uquwTu	السُّقُوطُ	suquwT_1	سُقُوطـ1	noun	suquwT	fall;collapse;crash_(aircraft)	s.q.T	س.ق.ط	fuEuwl	فُعُول	932	97475	186962	2228842
AlAinotiHAri	الاِنْتِحارِ	{inotiHAr_1	ٱِنْتِحارـ1	noun	{inotiHAr	suicide	n.H.r	ن.ح.ر	{ifotiEAl	ٱِفْتِعال	5043	14041	83582	3500448
wamar~apN	وَمَرَّةٌ	mar~ap_1	مَرَّةـ1	noun	mar~	occasion;time;moment	m.r.r	م.ر.ر	faE~ap	فَعَّة	1771	343647	696367	906556
biAls~aEafap	بِالسَّعَفَة	saEafap_1	سَعَفَةـ1	noun	saEaf	palm_leaf	s.E.f	س.ع.ف	faEalap	فَعَلَة	49	1255	26381	900553
Al*~ahabiy~apa	الذَّهَبِيَّةَ	*ahabiy~_1	ذَهَبِيّـ1	adj	*ahabiy~	golden;gilded	*.h.b	ذ.ه.ب	faEaliy~	فَعَلِيّ	7435	74875	212066	940746
Ald~aho$apa	الدَّهْشَةَ	daho$ap_1	دَهْشَةـ1	noun	daho$	surprise;alarm	d.h.$	د.ه.ش	faEolap	فَعْلَة	2834	9443	22883	2411292
waAl<iEojAbi	وَالإِعْجابِ	<iEojAb_1	إِعْجابـ1	noun	<iEojAb	admiration;wonder;surprise	E.j.b	ع.ج.ب	<ifoEAl	إِفْعال	458	13248	43942	2938055
bi>usoluwbihimA	بِأُسْلُوبِهِما	>usoluwb_1	أُسْلُوبـ1	noun	>usoluwb	style;method;manner	s.l.b	س.ل.ب	>ufoEuwl	أُفْعُول	8	68642	170402	391788
All~A*iEi	اللّاذِعِ	lA*iE_1	لاذِعـ1	adj	lA*iE	burning;sharp;stinging	l.*.E	ل.ذ.ع	fAEil	فاعِل	646	2346	3965	6244614
AibotikAra	اِبْتِكارَ	{ibotikAr_1	ٱِبْتِكارـ1	noun	{ibotikAr	invention	b.k.r	ب.ك.ر	{ifotiEAl	ٱِفْتِعال	3157	8915	103319	3500448
jadiydapF	جَدِيدَةً	jadiyd_1	جَدِيدـ1	adj	jadiyd	new;modern	j.d.d	ج.د.د	faEiyl	فَعِيل	61906	959837	1452604	6533870
Al<ixorAji	الإِخْراجِ	<ixorAj_1	إِخْراجـ1	noun	<ixorAj	production;extraction;ousting	x.r.j	خ.ر.ج	<ifoEAl	إِفْعال	2076	48121	209287	2938055
Almu$Arikiyna	المُشارِكِينَ	mu$Arik_1	مُشارِكـ1	noun	mu$Arik	participant;associate	$.r.k	ش.ر.ك	mufAEil	مُفاعِل	24936	76148	1084812	1484898
HuDuwrihi	حُضُورِهِ	HuDuwr_1	حُضُورـ1	noun	HuDuwr	participants;audience	H.D.r	ح.ض.ر	fuEuwl	فُعُول	4182	193130	474556	2228842
madiynapa	مَدِينَةَ	madiynap_1	مَدِينَةـ1	noun	madiyn	city	m.d.n	م.د.ن	faEiylap	فَعِيلَة	17128	525831	683384	2557723
HuDuwru	حُضُورُ	HuDuwr_1	حُضُورـ1	noun	HuDuwr	participants;audience	H.D.r	ح.ض.ر	fuEuwl	فُعُول	3584	193130	474556	2228842
qAtilapF	قاتِلَةً	qAtil_1	قاتِلـ1	adj	qAtil	deadly;fatal	q.t.l	ق.ت.ل	fAEil	فاعِل	1046	15121	463777	6244614
xitAmi	خِتامِ	xitAm_1	خِتامـ1	noun	xitAm	conclusion	x.t.m	خ.ت.م	fiEAl	فِعال	55413	70029	190044	4333985
wanatiyjapu	وَنَتِيجَةُ	natiyjap_1	نَتِيجَةـ1	noun	natiyj	result;consequence	n.t.j	ن.ت.ج	faEiylap	فَعِيلَة	1666	212838	619360	2557723
tarak~azat	تَرَكَّزَت	tarak~az_1	تَرَكَّزـ1	verb	tarak~az	concentrate;focus	r.k.z	ر.ك.ز	tafaE~al	تَفَعَّل	6431	29256	716978	1974161
HuDuwrahu	حُضُورَهُ	HuDuwr_1	حُضُورـ1	noun	HuDuwr	participants;audience	H.D.r	ح.ض.ر	fuEuwl	فُعُول	2227	193130	474556	2228842
waSuEuwdihi	وَصُعُودِهِ	SuEuwd_1	صُعُودـ1	noun	SuEuwd	ascent;rising	S.E.d	ص.ع.د	fuEuwl	فُعُول	101	24576	232391	2228842
silomi	سِلْمِ	silom_1	سِلْمـ1	noun	silom	peace	s.l.m	س.ل.م	fiEol	فِعْل	3393	19793	2085587	2840982
qaSora	قَصْرَ	qaSor_1	قَصْرـ1	noun	qaSor	castle;palace	q.S.r	ق.ص.ر	faEol	فَعْل	4626	86395	256329	14268861
jAnibi	جانِبِ	jAnib_1	جانِبـ1	noun	jAnib	side;aspect	j.n.b	ج.ن.ب	fAEil	فاعِل	148381	436198	1268103	6244614
Hat~aY	حَتَّى	Hat~aY_1	حَتَّىـ1	prep	Hat~aY	until;up_to	H.t.t	ح.ت.ت	faE~aY	فَعَّى	472300	517309	521173	519554
AlmufaD~alapi	المُفَضَّلَةِ	mufaD~al_1	مُفَضَّلـ1	adj	mufaD~al	favorite;preferred	f.D.l	ف.ض.ل	mufaE~al	مُفَعَّل	1712	7836	225300	2226315
waAlEAlami	وَالعالَمِ	EAlam_1	عالَمـ1	noun	EAlam	world	E.l.m	ع.ل.م	fAEal	فاعَل	21072	670398	1995851	2170013
AisotaqoTaba	اِسْتَقْطَبَ	{isotaqoTab_1	ٱِسْتَقْطَبـ1	verb	{isotaqoTab	unite;polarize	q.T.b	ق.ط.ب	{isotafoEal	ٱِسْتَفْعَل	930	7958	41122	412855
EadadAF	عَدَداً	Eadad_1	عَدَدـ1	noun	Eadad	number;quantity;issue	E.d.d	ع.د.د	faEal	فَعَل	78907	700197	1493498	6231039
AlS~aHAfiy~iyna	الصَّحافِيِّينَ	SaHAfiy~_2	صَحافِيّـ2	noun	SaHAfiy~	journalist;reporter	S.H.f	ص.ح.ف	faEAliy~	فَعالِيّ	44447	147073	766835	824387
AlS~aHAfiy~i	الصَّحافِيِّ	SaHAfiy~_1	صَحافِيّـ1	adj	SaHAfiy~	journalistic;press	S.H.f	ص.ح.ف	faEAliy~	فَعالِيّ	20489	159022	766835	824387
HiroSahu	حِرْصَهُ	HiroS_1	حِرْصـ1	noun	HiroS	desire;eagerness;keenness	H.r.S	ح.ر.ص	fiEol	فِعْل	1998	45238	63043	2840982
AlEamaliy~api	العَمَلِيَّةِ	Eamaliy~ap_1	عَمَلِيَّةـ1	noun	Eamaliy~	operation;mission;process	E.m.l	ع.م.ل	faEaliy~ap	فَعَلِيَّة	99775	646400	1960938	872895
Als~aEafapu	السَّعَفَةُ	saEafap_1	سَعَفَةـ1	noun	saEaf	palm_leaf	s.E.f	س.ع.ف	faEalap	فَعَلَة	139	1255	26381	900553
Al*~ahabiy~apu	الذَّهَبِيَّةُ	*ahabiy~_1	ذَهَبِيّـ1	adj	*ahabiy~	golden;gilded	*.h.b	ذ.ه.ب	faEaliy~	فَعَلِيّ	3007	74875	212066	940746
wayataDam~anu	وَيَتَضَمَّنُ	taDam~an_1	تَضَمَّنـ1	verb	taDam~an	guarantee;comprise;include	D.m.n	ض.م.ن	tafaE~al~	تَفَعَّلّ	10958	131715	403163	317661
AlbaronAmaju	البَرْنامَجُ	baronAmaj_1	بَرْنامَجـ1	noun	baronAmaj	program	b.r.m.j	ب.ر.م.ج	faEonAlal	فَعْنالَل	19062	267396	279224	267396
Alr~asomiy~a	الرَّسْمِيَّ	rasomiy~_1	رَسْمِيّـ1	adj	rasomiy~	official	r.s.m	ر.س.م	faEoliy~	فَعْلِيّ	5087	421971	564610	2038446
baladAF	بَلَداً	balad_1	بَلَدـ1	noun	balad	country	b.l.d	ب.ل.د	faEal	فَعَل	15102	373478	765772	6231039
AlmusAbaqapu	المُسابَقَةُ	musAbaqap_1	مُسابَقَةـ1	noun	musAbaq	race;competition	s.b.q	س.ب.ق	mufAEalap	مُفاعَلَة	1488	93255	899892	2858540
AlmunotaZiri	المُنْتَظِرِ	munotaZir_1	مُنْتَظِرـ1	noun	munotaZir	waiting;anticipating	n.Z.r	ن.ظ.ر	mufotaEil	مُفْتَعِل	8754	12639	409659	575035
maHaT~a	مَحَطَّ	maHaT~_1	مَحَطّـ1	noun	maHaT~	stopping_place;station	H.T.T	ح.ط.ط	mafaE~	مَفَعّ	1685	2832	163974	264036
AlmusAbaqapa	المُسابَقَةَ	musAbaqap_1	مُسابَقَةـ1	noun	musAbaq	race;competition	s.b.q	س.ب.ق	mufAEalap	مُفاعَلَة	2006	93255	899892	2858540
mutaqad~imapF	مُتَقَدِّمَةً	mutaqad~im_1	مُتَقَدِّمـ1	adj	mutaqad~im	advanced;developed	q.d.m	ق.د.م	mutafaE~il	مُتَفَعِّل	5285	51157	1344030	760741
AlAinoTilAqi	الاِنْطِلاقِ	{inoTilAq_1	ٱِنْطِلاقـ1	noun	{inoTilAq	departure	T.l.q	ط.ل.ق	{inofiEAl	ٱِنْفِعال	9911	82585	415133	988962
Aljid~iy~api	الجِدِّيَّةِ	jid~iy~_1	جِدِّيّـ1	adj	jid~iy~	serious;earnest	j.d.d	ج.د.د	fiE~iy~	فِعِّيّ	4057	52589	1452604	324769
AlfiEoliy~api	الفِعْلِيَّةِ	fiEoliy~_1	فِعْلِيّـ1	adj	fiEoliy~	actual;real;de_facto	f.E.l	ف.ع.ل	fiEoliy~	فِعْلِيّ	10653	48643	459017	1165647
AiHotifAlAti	اِحْتِفالاتِ	{iHotifAl_1	ٱِحْتِفالـ1	noun	{iHotifAl	celebration;ceremony	H.f.l	ح.ف.ل	{ifotiEAl	ٱِفْتِعال	5344	98935	231684	3500448
AlAifotitAHi	الاِفْتِتاحِ	{ifotitAH_1	ٱِفْتِتاحـ1	noun	{ifotitAH	opening;inauguration	f.t.H	ف.ت.ح	{ifoEitAl	ٱِفْعِتال	13505	90697	481389	118793
waAlz~aHomapa	وَالزَّحْمَةَ	zaHomap_1	زَحْمَةـ1	noun	zaHom	crowded;jam	z.H.m	ز.ح.م	faEolap	فَعْلَة	7	3453	19629	2411292
$axoSK	شَخْصٍ	$axoS_1	شَخْصـ1	noun	$axoS	individual;person	$.x.S	ش.خ.ص	faEol	فَعْل	130262	310381	437860	14268861
liHuDuwri	لِحُضُورِ	HuDuwr_1	حُضُورـ1	noun	HuDuwr	participants;audience	H.D.r	ح.ض.ر	fuEuwl	فُعُول	18590	193130	474556	2228842
SaHAfiy~AF	صَحافِيّاً	SaHAfiy~_2	صَحافِيّـ2	noun	SaHAfiy~	journalist;reporter	S.H.f	ص.ح.ف	faEAliy~	فَعالِيّ	3921	147073	766835	824387
zaEiymi	زَعِيمِ	zaEiym_1	زَعِيمـ1	noun	zaEiym	leader;head_of_state	z.E.m	ز.ع.م	faEiyl	فَعِيل	29385	182773	268718	6533870
Almutamar~idiyna	المُتَمَرِّدِينَ	mutamar~id_1	مُتَمَرِّدـ1	noun	mutamar~id	rebel;mutineer	m.r.d	م.ر.د	futamaE~il	فُتَمَعِّل	28603	92680	132776	128326
Eumar	عُمَر	Eumar_1	عُمَرـ1	noun_prop	Eumar	Omar;Umar	E.m.r	ع.م.ر	fuEal	فُعَل	62789	75404	410639	95327
Alba$iyr	البَشِير	ba$iyr_1	بَشِيرـ1	noun_prop	ba$iyr	Bashir	b.$.r	ب.ش.ر	faEiyl	فَعِيل	23873	39931	308915	6533870
Alt~adax~ula	التَّدَخُّلَ	tadax~ul_1	تَدَخُّلـ1	noun	tadax~ul	intervention;interference	d.x.l	د.خ.ل	tafaE~ul	تَفَعُّل	10296	127829	743525	1328652
Al>ajonabiy~a	الأَجْنَبِيَّ	>ajonabiy~_1	أَجْنَبِيّـ1	adj	>ajonabiy~	foreign	j.n.b	ج.ن.ب	>afoEaliy~	أَفْعَلِيّ	1630	194605	1268103	215369
AlEASimapi	العاصِمَةِ	EASimap_1	عاصِمَةـ1	noun	EASim	capital_city	E.S.m	ع.ص.م	fAEilap	فاعِلَة	168197	249913	318895	1364469
Almu$okilapa	المُشْكِلَةَ	mu$okilap_1	مُشْكِلَةـ1	noun	mu$okil	problem;issue	$.k.l	ش.ك.ل	mufoEilap	مُفْعِلَة	18660	169022	1012074	182565
$axoSiy~AF	شَخْصِيّاً	$axoSiy~_1	شَخْصِيّـ1	adj	$axoSiy~	private;personal	$.x.S	ش.خ.ص	faEoliy~	فَعْلِيّ	28695	124644	437860	2038446
salafK	سَلَفٍ	salaf_1	سَلَفـ1	noun	salaf	ancestors	s.l.f	س.ل.ف	faEal	فَعَل	372	24166	39580	6231039
Al$~aEobiy~i	الشَّعْبِيِّ	$aEobiy~_1	شَعْبِيّـ1	adj	$aEobiy~	popular;national;people's	$.E.b	ش.ع.ب	faEoliy~	فَعْلِيّ	40350	188984	708718	2038446
litaHoriyri	لِتَحْرِيرِ	taHoriyr_1	تَحْرِيرـ1	noun	taHoriyr	liberation;liberating	H.r.r	ح.ر.ر	tafoEiyl	تَفْعِيل	35596	211019	882125	6264512
Aino$aq~a	اِنْشَقَّ	{ino$aq~_1	ٱِنْشَقّـ1	verb	{ino$aq~	split_off	$.q.q	ش.ق.ق	{inofaE~	ٱِنْفَعّ	1198	2768	173410	72716
lita$okiyli	لِتَشْكِيلِ	ta$okiyl_1	تَشْكِيلـ1	noun	ta$okiyl	formation;composition;constitution	$.k.l	ش.ك.ل	tafoEiyl	تَفْعِيل	12609	136265	1012074	6264512
faSiylK	فَصِيلٍ	faSiyl_1	فَصِيلـ1	noun	faSiyl	cell;branch;group	f.S.l	ف.ص.ل	faEiyl	فَعِيل	3492	9783	367184	6533870
musotaqil~K	مُسْتَقِلٍّ	musotaqil~_1	مُسْتَقِلّـ1	adj	musotaqil~	independent;autonomous	q.l.l	ق.ل.ل	musotafiE~	مُسْتَفِعّ	9160	107947	329055	212525
majomuwEapi	مَجْمُوعَةِ	majomuwEap_1	مَجْمُوعَةـ1	noun	majomuwE	collection;group;bloc	j.m.E	ج.م.ع	mafoEuwlap	مَفْعُولَة	66771	479314	2198458	521006
yaEotarifuwna	يَعْتَرِفُونَ	{iEotaraf_1	ٱِعْتَرَفـ1	verb	Eotarif	acknowledge;recognize;admit;confess	E.r.f	ع.ر.ف	{ifotaEal	ٱِفْتَعَل	1599	87455	609424	2156523
baHovi	بَحْثِ	baHov_1	بَحْثـ1	noun	baHov	discussion	b.H.v	ب.ح.ث	faEol	فَعْل	9367	240832	381626	14268861
Almudorajapi	المُدْرَجَةِ	mudoraj_1	مُدْرَجـ1	adj	mudoraj	inserted;included	d.r.j	د.ر.ج	mufoEal	مُفْعَل	4034	6958	269702	313687
Aino$iqAqK	اِنْشِقاقٍ	{ino$iqAq_1	ٱِنْشِقاقـ1	noun	{ino$iqAq	secession;splitting_off;dissension	$.q.q	ش.ق.ق	{inofiEAl	ٱِنْفِعال	2413	7975	173410	988962
nizAEK	نِزاعٍ	nizAE_1	نِزاعـ1	noun	nizAE	conflict;struggle	n.z.E	ن.ز.ع	fiEAl	فِعال	8616	111235	240349	4333985
AlfaSiylayoni	الفَصِيلَيْنِ	faSiyl_1	فَصِيلـ1	noun	faSiyl	cell;branch;group	f.S.l	ف.ص.ل	faEiyl	فَعِيل	1360	9783	367184	6533870
qabaliy~apK	قَبَلِيَّةٍ	qabaliy~_1	قَبَلِيّـ1	adj	qabaliy~	tribal	q.b.l	ق.ب.ل	faEaliy~	فَعَلِيّ	541	12175	1367731	940746
AlHukuwmiy~iyna	الحُكُومِيِّينَ	Hukuwmiy~_1	حُكُومِيّـ1	adj	Hukuwmiy~	governmental;state;official	H.k.m	ح.ك.م	fuEuwliy~	فُعُولِيّ	2289	168893	1923216	310684
Hur~iy~apa	حُرِّيَّةَ	Hur~iy~ap_1	حُرِّيَّةـ1	noun	Hur~iy~	freedom	H.r.r	ح.ر.ر	fuE~iy~ap	فُعِّيَّة	9083	230929	882125	282740
Eubuwri	عُبُورِ	Eubuwr_1	عُبُورـ1	noun	Eubuwr	crossing	E.b.r	ع.ب.ر	fuEuwl	فُعُول	4344	23922	570962	2228842
yatamak~anuwA	يَتَمَكَّنُوا	tamak~an_1	تَمَكَّنـ1	verb	tamak~an	be_capable_of;be_able_to	m.k.n	م.ك.ن	tafaE~al~	تَفَعَّلّ	6587	160679	1042323	317661
muhAjamapi	مُهاجَمَةِ	muhAjamap_1	مُهاجَمَةـ1	noun	muhAjam	raid;attack;charge	h.j.m	ه.ج.م	mufAEalap	مُفاعَلَة	1842	3619	375149	2858540
Alt~adax~ulu	التَّدَخُّلُ	tadax~ul_1	تَدَخُّلـ1	noun	tadax~ul	intervention;interference	d.x.l	د.خ.ل	tafaE~ul	تَفَعُّل	3147	127829	743525	1328652
AlmaqoSuwdapi	المَقْصُودَةِ	maqoSuwd_2	مَقْصُودـ2	adj	maqoSuwd	deliberate;intentional	q.S.d	ق.ص.د	mafoEuwl	مَفْعُول	1249	7538	844886	2279318
Almutamar~idiyna	المُتَمَرِّدِينَ	mutamar~id_1	مُتَمَرِّدـ1	noun	mutamar~id	rebel;mutineer	m.r.d	م.ر.د	futamaE~il	فُتَمَعِّل	8140	92680	132776	128326
bimunAsabapi	بِمُناسَبَةِ	munAsabap_1	مُناسَبَةـ1	noun	munAsab	occasion;opportunity	n.s.b	ن.س.ب	mufAEalap	مُفاعَلَة	25720	122363	290813	2858540
AlAiHotifAli	الاِحْتِفالِ	{iHotifAl_1	ٱِحْتِفالـ1	noun	{iHotifAl	celebration;ceremony	H.f.l	ح.ف.ل	{ifotiEAl	ٱِفْتِعال	19212	98935	231684	3500448
biAl*~ikoraY	بِالذِّكْرَى	*ikoraY_1	ذِكْرَىـ1	noun	*ikoraY	commemoration;remembrance	*.k.r	ذ.ك.ر	fiEolaY	فِعْلَى	7701	91027	375305	91647
Albanoki	البَنْكِ	banok_1	بَنْكـ1	noun	banok	bank	b.n.k	ب.ن.ك	faEol	فَعْل	44743	152814	154612	14268861
Almuqobilapi	المُقْبِلَةِ	muqobil_1	مُقْبِلـ1	adj	muqobil	next;coming;approaching	q.b.l	ق.ب.ل	mufoEil	مُفْعِل	127105	473218	1367731	1009119
Almuqar~ari	المُقَرَّرِ	muqar~ar_1	مُقَرَّرـ1	adj	muqar~ar	decided_upon;stipulated;scheduled	q.r.r	ق.ر.ر	mufaE~al	مُفَعَّل	26205	93407	1744500	2226315
EaqoduhA	عَقْدُها	Eaqod_1	عَقْدـ1	noun	Eaqod	holding;concluding;convening	E.q.d	ع.ق.د	faEol	فَعْل	5136	214217	702208	14268861
sayumav~ilu	سَيُمَثِّلُ	mav~al_1	مَثَّلـ1	verb	mav~il	represent;constitute;act	m.v.l	م.ث.ل	faE~al	فَعَّل	2320	167028	734568	4031261
AlHukuwmapa	الحُكُومَةَ	Hukuwmap_1	حُكُومَةـ1	noun	Hukuwm	government;administration	H.k.m	ح.ك.م	fuEuwlap	فُعُولَة	106000	1100316	1923216	1666712
mumav~ilu	مُمَثِّلُ	mumav~il_1	مُمَثِّلـ1	noun	mumav~il	representative;delegate	m.v.l	م.ث.ل	fumaE~il	فُمَعِّل	19120	205695	734568	215819
Daruwrapi	ضَرُورَةِ	Daruwrap_1	ضَرُورَةـ1	noun	Daruwr	necessity;need;imperative	D.r.r	ض.ر.ر	faEuwlap	فَعُولَة	85089	204088	414349	204169
AlAinotiqAliy~api	الاِنْتِقالِيَّةِ	{inotiqAliy~_1	ٱِنْتِقالِيّـ1	adj	{inotiqAliy~	transitional	n.q.l	ن.ق.ل	{ifotiEAliy~	ٱِفْتِعالِيّ	18352	44521	510056	1234737
Al>akovariy~api	الأَكْثَرِيَّةِ	>akovariy~ap_1	أَكْثَرِيَّةـ1	noun	>akovariy~	majority	k.v.r	ك.ث.ر	>afoEaliy~ap	أَفْعَلِيَّة	8628	36840	74870	47957
waAljabohapu	وَالجَبْهَةُ	jabohap_1	جَبْهَةـ1	noun	jaboh	front;front_line	j.b.h	ج.ب.ه	faEolap	فَعْلَة	3829	130330	137035	2411292
tumav~ilu	تُمَثِّلُ	mav~al_1	مَثَّلـ1	verb	mav~il	represent;constitute;act	m.v.l	م.ث.ل	faE~al	فَعَّل	44169	167028	734568	4031261
Al>aqal~iy~apa	الأَقَلِّيَّةَ	>aqal~iy~ap_1	أَقَلِّيَّةـ1	noun	>aqal~iy~	minority	q.l.l	ق.ل.ل	>afaE~iy~ap	أَفَعِّيَّة	1107	34466	329055	217879
Eamali	عَمَلِ	Eamal_1	عَمَلـ1	noun	Eamal	work;action	E.m.l	ع.م.ل	faEal	فَعَل	49077	804396	1960938	6231039
Eaqodihi	عَقْدِهِ	Eaqod_1	عَقْدـ1	noun	Eaqod	holding;concluding;convening	E.q.d	ع.ق.د	faEol	فَعْل	10019	214217	702208	14268861
AlHADiri	الحاضِرِ	HADir_1	حاضِرـ1	adj	HADir	present;attending	H.D.r	ح.ض.ر	fAEil	فاعِل	18333	48745	474556	6244614
mumokinN	مُمْكِنٌ	mumokin_1	مُمْكِنـ1	adj	mumokin	possible	m.k.n	م.ك.ن	fumoEil	فُمْعِل	5840	107103	1042323	111318
naZariy~AF	نَظَرِيّاً	naZariy~_1	نَظَرِيّـ1	adj	naZariy~	theoretical;speculative	n.Z.r	ن.ظ.ر	faEaliy~	فَعَلِيّ	5035	21547	409659	940746
rafoDi	رَفْضِ	rafoD_1	رَفْضـ1	noun	rafoD	rejection;refusal	r.f.D	ر.ف.ض	faEol	فَعْل	38121	140353	177654	14268861
AlAiEotirAfi	الاِعْتِرافِ	{iEotirAf_1	ٱِعْتِرافـ1	noun	{iEotirAf	acknowledgment;recognition;admission;confession	E.r.f	ع.ر.ف	{ifotiEAl	ٱِفْتِعال	20745	73778	609424	3500448
biAlHukuwmapi	بِالحُكُومَةِ	Hukuwmap_1	حُكُومَةـ1	noun	Hukuwm	government;administration	H.k.m	ح.ك.م	fuEuwlap	فُعُولَة	6951	1100316	1923216	1666712
ta$ak~alat	تَشَكَّلَت	ta$ak~al_1	تَشَكَّلـ1	verb	ta$ak~al	be_formed;be_composed	$.k.l	ش.ك.ل	tafaE~al	تَفَعَّل	5610	13930	1012074	1974161
maqotali	مَقْتَلِ	maqotal_1	مَقْتَلـ1	noun	maqotal	murder;killing	q.t.l	ق.ت.ل	mafoEal	مَفْعَل	101372	170197	463777	1993955
wayaEotamidu	وَيَعْتَمِدُ	{iEotamad_1	ٱِعْتَمَدـ1	verb	Eotamid	depend;rely_(on)	E.m.d	ع.م.د	{ifotaEal	ٱِفْتَعَل	3946	104543	367063	2156523
Ald~aEomi	الدَّعْمِ	daEom_1	دَعْمـ1	noun	daEom	support;assistance;endorsement	d.E.m	د.ع.م	faEol	فَعْل	39323	322730	418104	14268861
AlminoTaqapi	المِنْطَقَةِ	minoTaqap_1	مِنْطَقَةـ1	noun	minoTaq	area;zone;territory	n.T.q	ن.ط.ق	mifoEalap	مِفْعَلَة	424247	900906	1023743	909756
Aln~izAEi	النِّزاعِ	nizAE_1	نِزاعـ1	noun	nizAE	conflict;struggle	n.z.E	ن.ز.ع	fiEAl	فِعال	48835	111235	240349	4333985
yu$orifu	يُشْرِفُ	>a$oraf_1	أَشْرَفـ1	verb	$orif	oversee;supervise;manage	$.r.f	ش.ر.ف	>afoEal	أَفْعَل	9148	38125	256502	2460356
DamAni	ضَمانِ	DamAn_1	ضَمانـ1	noun	DamAn	guarantee;insurance	D.m.n	ض.م.ن	faEAl	فَعال	19532	108989	403163	3203401
waAlmahojarayoni	وَالمَهْجَرَيْنِ	mahojar_1	مَهْجَرـ1	noun	mahojar	overseas;in_exile;diaspora	h.j.r	ه.ج.ر	mafoEal	مَفْعَل	1212	45675	156012	1993955
Eadaduhum	عَدَدُهُم	Eadad_1	عَدَدـ1	noun	Eadad	number;quantity;issue	E.d.d	ع.د.د	faEal	فَعَل	24744	700197	1493498	6231039
waraH~aba	وَرَحَّبَ	raH~ab_1	رَحَّبـ1	verb	raH~ab	welcome;receive	r.H.b	ر.ح.ب	faE~al	فَعَّل	8200	54552	87227	4031261
AlAiqotirAHi	الاِقْتِراحِ	{iqotirAH_1	ٱِقْتِراحـ1	noun	{iqotirAH	proposal;suggestion	q.r.H	ق.ر.ح	{ifotiEAl	ٱِفْتِعال	14180	120307	222470	3500448
wa>aEorabA	وَأَعْرَبا	>aEorab_1	أَعْرَبـ1	verb	>aEorab	express;manifest;indicate	E.r.b	ع.ر.ب	>afoEal	أَفْعَل	455	149809	518378	2460356
ba*oli	بَذْلِ	ba*ol_1	بَذْلـ1	noun	ba*ol	spending;donating	b.*.l	ب.ذ.ل	faEol	فَعْل	10911	27526	43221	14268861
TahorAna	طَهْرانَ	TahorAn_1	طَهْرانـ1	noun_prop	TahorAn	Tehran	T.h.r	ط.ه.ر	faEolAn	فَعْلان	33543	130461	159503	243278
rasomiy~apK	رَسْمِيَّةٍ	rasomiy~_1	رَسْمِيّـ1	adj	rasomiy~	official	r.s.m	ر.س.م	faEoliy~	فَعْلِيّ	56059	421971	564610	2038446
januwbi	جَنُوبِ	januwb_1	جَنُوبـ1	noun	januwb	south	j.n.b	ج.ن.ب	faEuwl	فَعُول	229835	561040	1268103	651209
Alqudosa	القُدْسَ	qudos_1	قُدْسـ1	noun_prop	qudos	Jerusalem	q.d.s	ق.د.س	fuEol	فُعْل	8777	262302	399713	1484434
tijAriy~K	تِجارِيٍّ	tijAriy~_1	تِجارِيّـ1	adj	tijAriy~	commercial;business	t.j.r	ت.ج.ر	fiEAliy~	فِعالِيّ	10294	200654	431696	1328347
