word,wordfreq
nakalabas,4
nagtanghal,9
jingle,1
ball,2
anaheim,1
honda,1
look,9
who,9
talking,2
inilimbag,15
sensilyo,7
eien,1
universe,2
magkatulad,8
sensilyong,5
ravex,1
tinig,9
itinampok,8
prodyuser,3
bloodshy,1
and,142
avant,1
duet,5
sean,2
garrett,1
pangawalang,1
kumpilasyong,1
pinagsama,9
kumpilasyon,1
hits,1
deybyu,4
isinaad,7
palagi,4
kong,14
pinapangarap,1
debyu,1
amerika,38
tinuruan,5
los,13
angeles,10
matutunan,6
kaysa,44
nanirahan,12
kanlurang,32
beverly,1
hills,2
inaming,1
nahirapan,1
tagapagtanghal,2
francisco,19
pride,1
festival,6
solange,1
knowles,1
cliks,1
isina,3
energetic,2
publiko,15
pagkakataon,26
did,4
it,35
for,49
deluxe,1
repackaged,3
nilalaman,12
control,4
crazy,1
radio,8
edit,5
pinagsisikapan,1
traksiyon,1
merkadong,2
pinamagatang,29
bump,2
kasamang,13
verbal,2
nagsaganap,1
pamaskong,2
ikapitong,5
identity,1
2010,87
umakyat,4
606,1
maliit,53
leybel,1
pagtakbo,4
magkakasunod,4
naimungkahi,1
imposible,3
panatilihin,7
magkakaibang,7
magkakasabay,1
ipinahayag,18
babalik,3
anibersaryong,1
maglalabas,1
woo,2
weekend,1
isulong,1
anibersaryo,1
disney,9
ice,2
website,11
papangalananing,1
hurricane,4
venus,3
pagbabalik,8
nanatili,14
chart,4
magkakaiba,3
copy,1
paste,2
tagapagtanggap,1
pamparangal,1
bonsang,1
golden,5
disk,3
makatanggap,3
parangal,9
see,6
patalastas,3
nagsusulong,1
audio,3
technica,3
headphones,1
kinatawan,24
7th,1
asia,17
foundation,12
international,39
culture,7
exchange,2
olympic,4
stadium,2
nagpahayag,4
impormasyon,12
hollywood,5
direksiyon,10
tagapagsulat,1
senaryo,1
last,11
duane,1
adler,4
produksiyon,18
robert,8
colt,2
papangalanang,1
cobu,1
3d,2
nakatalagang,2
maagang,31
pagsibol,2
gaganampanan,1
papel,34
aya,2
gagampanan,1
derek,1
hough,1
nakilala,31
us,13
tv,25
dancing,3
stars,5
donny,2
nauwi,2
iibigan,2
baga,84
ma,20
magkatunggali,1
eksenang,1
pagsayaw,10
pagsasa,1
nasimulan,1
2011,59
toronto,2
kanada,6
milestone,1
datapuwa,1
tunog,23
naisa,2
wave,2
paradiso,1
matagpuan,3
ipinabago,1
naitala,7
mayroon,89
partisipasyon,2
sharehold,1
1m,1
usd,1
sulatin,4
pinulaan,1
manufactured,3
star,17
tugon,13
pipilitin,1
tama,14
madali,5
mali,12
masaya,2
ekspresyon,3
namang,25
kapaligiran,18
napapaligirang,2
kundisyon,3
paglilimbag,5
natatakang,1
makabata,1
prisinta,1
panayam,11
talk,4
itinala,6
anjali,1
rao,1
naramdaman,1
minarkahan,5
simula,45
pagbaba,8
kasikatan,8
tinanong,9
makikita,19
madla,4
little,3
baby,6
tinugunan,1
humihingi,2
ako,52
paumanhin,1
nais,21
totoo,11
magagawa,2
ko,27
patuloy,23
pagtanda,1
mapipigilang,1
mangyari,12
nakipag,7
kolaborasyon,4
matataas,6
antas,39
nakasama,11
grupong,21
bug,1
house,13
mondo,1
grosso,1
nakapagtanghal,1
kanluran,52
flying,4
without,3
wings,2
next,2
westlife,1
tinatampok,1
original,1
bratz,1
show,19
what,13
howie,1
amerikano,32
backstreet,1
boys,7
trabaho,18
akon,2
beautiful,1
natampok,1
paglimbag,2
freedom,4
dabo,1
rah,1
seamo,1
yutaka,2
furakawa,1
doping,1
panda,2
crystal,3
weezer,2
meri,1
kuri,1
red,19
kaugnayan,34
kakayahang,19
pangwika,1
nakakapagsalita,2
nagsasaplaka,1
kulturang,7
kasibulan,1
magsimulan,1
bansa,114
pagsulong,7
pagpapalitan,2
kultura,23
kalawakan,7
fans,3
tsina,35
malaysia,12
singapore,8
naipahayag,1
plano,7
pagpasok,6
global,7
get,7
recognition,4
u,16
europe,4
become,2
renowned,1
diva,3
rekognisyon,2
europa,41
tanyag,23
ipinalabas,15
estasyong,4
musikal,4
idinirekta,2
malawakang,17
karisma,2
produkto,9
produktong,10
naisulong,1
olympus,1
nike,1
l,15
oréal,1
kumpanyang,7
komestikong,1
kosé,1
skechers,1
daewoo,1
tema,8
every,7
minna,2
pangkatapusang,1
inuyasha,2
beside,1
yobu,1
koe,1
panimulang,3
monkey,1
typhoon,7
mamoritai,1
wishes,1
tales,2
graces,1
natalaga,1
embahadorang,1
pangkultura,12
inter,1
asian,3
musical,7
events,1
oxford,9
aklat,61
aralin,4
host,26
programang,20
japan,24
inapoyuhan,1
kontrobersiya,2
abuloy,4
50,20
aktibista,3
nasyonalista,1
kilusang,15
pangkalayaan,1
an,26
geun,1
heather,1
oposum,1
alahas,1
ramee,2
by,24
linya,34
aalahas,1
dinisenyo,6
mismo,15
panig,11
dedication,1
wei,2
roald,1
hoffmann,1
brian,3
alan,3
pagtitipon,6
pondo,3
biktima,10
lindol,21
sichuan,2
makamit,12
nagsusumikap,1
napagtanto,6
hirap,3
sanhi,85
pagkaubos,2
estudyante,12
nakapag,2
hack,1
elektronikong,4
liham,28
nakaka,1
kompromisong,1
danny,1
god,9
nakakuha,14
mahalagang,25
manatiling,3
tahimik,6
nadakip,3
pulis,3
maihayag,1
uugnayan,1
liaison,1
estilista,1
bun,1
leah,2
dizon,1
senen,2
kaurian,6
manga,58
kaiser,7
aleman,36
kahulugang,18
rusong,2
tsar,5
czar,2
tuwiran,5
hinango,17
caesar,16
roma,36
gens,1
angkan,15
nakaanib,1
gaius,3
julius,3
bagaman,69
monarka,1
britanya,10
inestiluhan,1
india,10
kaisar,2
hind,2
urdu,2
lubos,12
pinagsasaluhang,1
simulaing,1
latin,30
griyegong,27
alemang,3
katagang,27
karaniwang,140
nakalaan,3
austro,1
unggaryo,3
pandaigdig,39
natatangi,13
paglalapat,7
wilhelm,5
alemanya,18
nagkamit,11
kaukulang,2
pahiwatig,1
paninira,1
dangal,1
nagsasalita,10
pariralang,18
katumbas,29
underworld,2
family,7
nhk,3
tensai,4
terebikun,4
max,4
ha,6
seung,3
ri,1
innocent,1
woman,13
echo,1
caceres,7
2822,1
sacajawea,1
maritoni,1
fernandez,4
aktres,15
medisina,12
behetasyon,3
abnormal,1
pinangalanan,11
ganito,9
pagkakahalintulad,2
likas,32
endokarditis,1
neon,2
genesis,37
evangelion,2
angelic,1
seryeng,51
paraiso,2
parol,2
silipin,1
parola,6
paglilinaw,2
estasyon,19
daangbakal,7
akishima,1
pinapangasiwaan,1
kompanya,5
silangan,53
seibu,5
hintuan,2
haijima,6
ōme,2
serbisyong,8
nagpapatuloy,4
dumadaan,6
chūō,1
mabilisan,1
hintuang,1
liner,1
hangganan,29
itsukaichi,1
tren,22
kumukonekta,1
nagmumula,11
hachikō,2
papuntang,6
kawagoe,2
tumatakbo,11
shinjuku,2
plataporma,4
nagseserbisyo,2
binuksan,7
1894,9
station,2
opened,1
nilagyan,1
kuryente,18
seksiyon,6
hachiōji,2
komagawa,1
1996,12
tumutulay,1
galing,36
japanese,9
wikipedia,5
tagagamit,22
e3uematsu,1
bitilya,1
maaring,27
isda,16
breguzzo,1
talaan,21
ま,1
も,1
2055,1
dvořák,1
61,7
aki,3
shibuya,2
banayoyo,2
ilocos,4
728,1
364,1
monteleone,1
orvieto,1
terni,2
2112,1
ulyanov,1
nokia,15
1600,2
modelo,21
cellphone,8
irlanda,19
ireland,3
éire,1
miyembro,58
unyong,13
europeo,18
eu,3
isla,13
enda,1
kenny,1
pangulo,49
taoiseach,1
hati,9
parte,21
pulo,54
malaki,25
kinikilala,20
nilang,26
puno,51
reyna,25
elizabeth,10
malnutrisyon,12
palansak,1
kataga,9
kondisyong,4
medikal,17
kakulangan,19
pagkain,38
nutrisyon,4
bunga,30
sapat,23
pagkatunaw,2
pagkawala,8
sustansiya,7
lumalagom,1
sobrang,6
tiyak,29
makararanas,1
dami,14
kalidad,10
malusog,6
mahabang,16
makapagbubunga,1
kagutuman,1
kawalan,12
katawan,100
kalakip,2
kahirapan,11
umuunlad,7
maling,17
balanseng,1
masusumpungan,1
maunlad,9
ipinakikita,2
pagdami,3
matataba,2
malnoris,1
kalorya,1
kulang,3
kailangang,10
protina,8
bitamina,8
mineral,5
problemang,10
mediko,2
sakit,124
iskerbi,1
madalang,6
dulot,18
protein,4
energy,1
malnutrition,2
pem,2
micronutrient,4
magagamit,16
makukuhang,2
lakas,30
proteina,1
malnutrisyong,1
kinakailangang,9
kailangan,38
kaunting,11
nagbubunga,5
humahadlang,2
normal,23
gawain,48
nagpapababa,1
kapasidad,3
katawang,9
lumaban,7
bakal,18
yodo,1
malawak,27
hamon,4
kalusugang,2
pambayan,5
pagiging,79
bansot,1
mahinang,12
iisip,7
kahinaan,4
abilidad,3
mahiyain,4
paninidigan,1
kilos,8
masel,10
pangit,1
kalusugan,19
sang,10
pandaigdigang,20
pagkagutom,1
pinakamalalang,1
banta,3
pampublikong,7
tagapag,10
ambag,7
namamatay,10
kalahati,13
kaso,39
indiya,10
pampolitika,32
1920,7
bardhan,1
punong,118
kalihim,5
inilalathala,3
age,3
all,30
youth,7
federation,2
kapisanang,2
pangkabataan,2
halalang,7
pamparlamento,3
434,2
738,1
boto,6
upuan,4
cristobal,2
garden,1
grove,1
kaliporniya,7
chushingura,1
354,4
akiho,1
yoshizawa,1
sitolohiya,2
cytology,1
kytos,1
maugong,1
logia,1
selula,44
agham,49
biyolohiya,16
tumatalakay,7
kayarian,5
tungkulin,14
kimika,3
nabubuo,6
galaw,15
batay,41
gamit,58
bonifacio,9
misamis,5
occidental,5
810,1
502,1
tinatag,2
demetrio,1
p,18
fernan,1
1942,3
punonbayan,1
ki,10
kwang,3
thornton,1
colorado,2
honmamon,1
sam,10
shepard,2
1943,2
dulang,7
itinatanghal,1
direktor,16
akda,33
maiikling,12
sanaysay,4
talambuhay,5
pulitzer,1
prize,1
1979,10
buried,2
chl,1
namungkahi,1
academy,9
supporting,2
actor,1
pagganap,9
pilotong,2
chuck,1
yeager,1
right,6
stuff,1
1983,4
vercelli,3
dreamhouse,1
panlimang,1
siouxsie,1
banshees,1
kaibutsu,2
kun,3
怪物くん,1
base,23
fujiko,1
fujio,1
shogakukan,1
kolehiyo,21
busilak,1
children,2
mary,9
immaculate,1
valenzuela,3
eleanor,1
llenado,1
piranha,1
piranya,1
kastilang,11
pagbabaybay,4
piraña,1
kasapi,54
isdang,11
omniboro,1
karne,18
namumuhay,8
katubigang,2
tabang,1
kailugan,8
caribe,1
caribes,1
ilog,59
beneswela,1
matatalim,2
ngipin,7
mabalasik,1
kahiligan,1
laman,16
kauri,2
pacu,1
aquarium,1
malimit,11
pet,2
shops,1
imperador,1
divus,1
caivs,1
ivlivs,1
klasikong,14
ca,18
44,13
pinunong,7
pampulitika,7
susi,5
pagbabagong,4
republikang,16
tungo,9
ipinalawak,1
pagsakop,4
gallia,2
dagat,68
atlantiko,3
nagbigay,23
daan,24
pagpapakilala,6
impluwensiyang,2
kapuna,3
puna,4
nagdulot,11
pagkalipol,1
keltik,1
55,9
paglusob,5
nakipaglaban,2
nanalo,21
sibil,15
iwan,8
kaisa,4
pagbabago,31
pamahalaang,7
iprinoklama,1
panghabambuhay,1
diktador,2
isinentralisa,1
isinaisa,1
humihina,1
nagwawatak,1
watak,3
nakipagsabwatan,1
marcus,4
brutus,3
patayin,13
pataksil,2
asang,2
mailigtas,1
pinatay,9
senado,5
ides,1
nagsiklab,1
panibagong,4
caesarians,2
octavianus,4
antonius,3
lepidus,2
republikano,2
cassius,3
cicero,1
nagtapos,28
alitang,3
pagtagumpay,1
labanan,26
fílippoi,1
pormal,21
pagtatatag,5
triumviratus,1
napatubog,1
nanaman,1
tensiyon,1
pagkatalo,2
pangalawa,8
actium,1
pinuno,49
pagpalit,3
patungong,24
pamangkin,2
tuhod,20
inampon,4
octavian,3
emperor,2
namuno,17
dinastiyang,12
hulio,1
claudian,1
detalyado,1
sinulat,9
commentarii,1
pagpupuna,1
mananalaysay,3
suetonius,1
ploútarchos,1
dio,2
cadaver,1
this,13
category,7
contains,2
templates,5
that,18
used,2
tautavel,2
homo,8
erectus,2
tautavelensis,1
iminungkahing,3
subspecies,1
nghomo,1
450,3
kwebang,1
arago,1
paghuhukay,2
1964,4
1969,6
xanthippe,4
daantaon,13
atenyana,1
socrates,5
lamprocles,3
sophroniscus,2
menexenus,1
kuwentong,15
malamang,18
nakababata,1
marahil,20
40,15
kabataan,17
kabayong,2
dilaw,9
ξανθός,1
xanthos,1
madilaw,1
ἵππος,1
hippos,2
kabayo,5
pansariling,9
pangkabayo,1
maihahambing,1
philippos,1
hippocrates,3
nagpapaamo,1
atbp,10
nagmumungkahi,6
pinagmanahang,1
aristokratiko,1
karagdagang,18
dahilan,30
pagkakaroon,54
panganay,6
buhat,6
kinagawiang,1
pagpapangalan,4
ipinagbubunyi,1
lolo,3
matatag,8
aristokrasyang,1
atenyano,5
gugustuhing,1
piliin,3
matter,3
time,20
australyanong,1
group,21
hilltop,1
hoods,1
naipalabas,2
obese,2
justiniano,1
montano,1
foolish,1
testigo,1
yuki,3
shimizu,2
brunei,38
darusalam,1
malay,17
darussalam,3
taguri,1
kapayapaan,11
jawi,1
برني,1
دارالسلام,1
borneo,9
napapaligiran,11
sarawak,5
maliban,30
baybayin,24
naghahanggan,3
magkahiwalay,12
hinati,14
limbang,3
pinakamakapangyarihang,2
kasultanan,3
nakatamtan,1
kasarinlan,1
nagkakaisang,14
kaharian,60
enero,56
1984,15
pinakamakapangyarihan,1
ikalabing,8
sumasakop,7
kasalukyang,2
sabah,1
arkipelago,1
sulu,6
malalapit,1
paghina,3
kapangyarihang,6
rehiyonal,4
naglaon,5
espanya,15
nasakop,2
nagwagi,6
sultanato,1
nasasakupan,6
napunta,2
emperyong,2
nagwakas,2
karamihan,95
sakop,26
natalo,6
puting,17
raha,13
protectorate,1
1888,4
sinakop,8
1941,12
paghihimagsik,8
monarkiya,3
60,10
pinigilan,1
kaganapan,11
aaklas,1
nakadulot,1
bahagya,4
pagbagsak,7
pagbubuo,10
kalipunan,11
nakaapekto,1
aalsa,3
desisyon,6
sumali,21
kalipunang,1
malaysiano,1
yugto,19
paghaharap,2
indonesia,10
natagpuan,27
sharif,1
ali,3
hejadz,1
nakapangasawa,1
prinsesang,2
pananampalatayang,8
nagpatayo,4
moske,3
sultan,12
hassanal,1
bolkiah,1
napasa,1
iisang,18
pinapayuhan,1
lupon,4
ministro,89
pinakamakapangyarhing,1
namumuno,3
maka,10
ginagalang,2
kabansaan,1
dalisay,5
inihahalal,1
tagapagbatas,3
bumuo,11
itinalagang,3
batasan,2
parliyamento,1
natamasa,1
payuhan,1
commonwealth,1
nations,2
asean,1
apec,5
kapulungan,12
islamiko,5
inaangkin,4
aangkin,6
pinag,20
aagawang,1
kapuluan,14
spratly,1
labuan,1
kuraman,1
aagawan,1
pinagtatalunan,5
usapan,2
distrito,24
daerah,1
tatlumpu,6
mukin,1
binubuo,61
lupa,55
kabuuang,21
sukat,44
766,3
km,16
parisukat,5
226,1
mi,27
97,4
populasayon,1
nakatira,11
mabundok,2
temburong,1
darrusalam,1
400,9
130,2
bandar,1
seri,2
begawan,1
baya,1
bayang,8
daungan,11
muara,1
seria,1
kalapit,11
niyo,2
kuala,1
belait,2
panaga,2
tirahan,9
migrante,1
royal,3
dutch,1
shell,7
pabahay,2
libangang,1
kagamitan,8
sandatahang,2
liwasang,7
jerudong,2
sikat,30
panlibangan,1
klima,9
klimang,3
ekwatoryal,2
karaniwan,45
taunang,10
temperatura,4
f,10
81,2
average,2
tinitiyak,2
libreng,6
pangangalagang,4
pangkalusugan,7
binibigay,1
pagamutan,4
pagamutang,3
raja,1
isteri,1
pengiran,1
saleha,1
ripas,1
pribado,3
sentrong,9
akreditasyon,1
internasyunal,6
paaralang,15
manggagamot,22
kailang,1
lakbayin,2
mapalakbay,1
daanan,14
nakatalag,1
kabuuan,15
pan,5
highway,3
proyektong,11
kaanib,3
marating,3
paliparang,9
66,5
lahing,11
matagal,12
intsik,18
katutubo,16
bahasa,1
melayu,1
kakaunting,3
instik,2
sinasalita,6
kalakihan,1
pamayanan,14
dumarayong,1
briton,3
67,5
budhismo,2
maliliit,32
relihiyong,14
kalinangan,5
malalim,15
nakikitang,9
makaluma,1
naimpuwensiyahan,1
demograpiya,1
nalalabi,2
indiyano,2
banyagang,5
manggagawa,14
thailand,15
bangladesh,2
nagtatrabaho,7
industriya,15
edukasyon,22
anlalawa,3
alalawa,1
lalawa,1
lawa,22
lawalawa,1
spider,6
filipino,21
gagamba,1
karniborong,1
arachnid,1
nakahuhuli,1
kulisap,6
hinabing,1
sapot,1
pulutong,4
111,3
basang,3
sisiw,3
dode,1
kuha,2
agustin,2
dela,11
kapangalan,2
pinagbibidahan,1
lani,3
bagatsing,2
gardo,1
versoza,2
maxene,2
magalona,4
mike,7
tan,6
ipinakikilala,1
renz,2
valerio,3
bianca,6
umali,2
kimberly,2
faye,3
hershey,2
garcia,5
miko,2
zarsadias,2
gumawang,1
tagapagpaganap,7
kaye,1
atienza,2
cadsawan,1
ricky,1
davao,33
madidilim,3
sandali,11
masisilayan,1
asa,8
basta,6
magkakasama,7
pagsubok,12
laki,9
ampunan,2
froilan,10
pareho,16
ulila,3
sabay,19
pinangarap,2
balang,8
magkaroon,17
lumipas,5
natupad,3
pangarap,7
nagkatuluyan,1
biniyayaan,1
magagandang,4
cha,2
mickey,1
doble,1
kayod,1
maibigay,6
luho,1
pagtalunan,1
nakakita,5
kakampi,3
vicky,7
kamalay,1
pala,7
tingin,1
naiinggit,1
dito,126
gusto,14
umuwing,1
lasing,1
aakitin,1
mangyayari,2
mabibisto,1
kina,9
lilipad,1
iina,1
babagsak,1
eroplanong,3
sinasakyan,2
mawawalay,1
maliligtas,2
rescue,2
team,50
madadala,1
ospital,17
miserable,1
nawalan,6
pakpak,12
masasandalan,1
magkakasakit,1
mababaldado,1
aalagaan,1
parang,21
pilit,2
magpapaka,1
inis,1
yaman,9
suwayin,1
lalayas,1
magkakapatid,4
mapipilitang,1
tumira,5
kalsada,3
palubi,1
kinagisnan,1
marangya,1
maginhawa,2
aabang,1
kapalaran,6
ngayong,9
gagawin,4
mapanatiling,1
mabubuo,2
sinira,1
pagkakamali,7
caserta,5
turin,13
silikon,1
silicon,4
panlabing,2
elementong,9
kimikal,14
talaang,5
peryodiko,6
simbolo,8
nagtataglay,6
atomiko,3
nangangalawa,1
metaloid,1
kleptomanya,1
kleptomania,1
cleptomania,1
kleptein,1
μανία,1
manya,1
kabaliwan,1
kalagayan,16
neurotiko,1
mapigilang,1
umit,1
mangulekta,1
magtago,1
imbak,1
pakundangan,1
talaga,9
kleptomanyak,1
namamalayang,2
naisagawa,4
jaime,3
lozano,1
zara,1
aldana,1
virus,8
lason,3
sub,12
mikroskopikong,1
selulang,5
tagapagpasinaya,2
birus,49
selular,6
birolohiya,1
mikrobiyolohiya,1
panlaban,20
larangan,42
panggagamot,11
tipik,1
molekula,10
gitna,21
organismong,23
sustansiyang,2
nilulusob,1
nagsasanhi,6
karamdaman,21
napakaliliit,1
ordinaryong,5
mikroskopyo,5
bartolome,1
arteche,1
arzergrande,1
hiromi,1
nakajima,3
gyu,1
son,5
byung,1
ho,9
condino,1
anita,1
mui,1
yim,1
fong,1
1963,5
mother,6
challengers,1
danaus,6
danaos,1
danao,2
tagatulog,1
mitolohikong,1
kakambal,2
aegyptus,2
achiroe,1
belus,1
mitikong,1
alamat,12
argos,5
mito,5
pinakaunang,13
miseneong,1
peloponnesus,1
iliada,1
homero,1
itinatalaga,1
danaano,1
danaan,2
tribu,1
argivo,1
argive,1
hukbong,15
kalaban,13
troyano,1
mitolohiyang,25
danaides,1
danaid,3
magpakasal,6
pinsang,1
pagdiriwang,22
pinagkalooban,2
tigi,1
tig,2
panaksak,1
paslangin,2
hypermnestra,2
umayon,2
kaatasan,1
amang,6
tinulungan,3
napangasawang,1
linceo,1
lynceus,1
makatakas,1
pinarusahan,3
hades,21
pinatawan,1
umigib,1
balon,1
igib,1
panala,4
bistay,2
kaparasuhang,1
ibinubunga,1
kabuluhang,1
software,20
engineering,1
se,3
propesyon,2
paggawa,39
pananatili,7
application,1
teknolohiya,7
pangkompyuter,4
pangangasiwa,6
997,1
127,2
alano,2
isabela,5
basilan,4
1959,6
salvacion,1
cheska,1
1980,13
dagupan,4
pangasinan,4
telesforo,1
castillejos,1
al,28
arab,7
emirates,6
iyan,3
aura,1
rosario,14
sampaguita,13
lagot,2
kwintas,1
1940,4
pakiusap,1
excelsior,1
poch,1
juinio,1
manlalaro,50
basketbol,13
philippine,33
basketball,21
association,21
orestes,3
orestēs,1
408,1
dula,8
isinulat,36
euripides,1
pangyayari,21
yo,3
kamiyoshihara,1
baboon,7
napapabilang,5
uring,15
papio,1
orden,8
primates,1
klase,21
chacma,1
gelada,1
hamadyras,1
olive,1
mandrill,1
jennylyn,4
ipinaganak,1
1987,13
manalo,4
season,8
starstruck,8
reality,3
naghahanap,8
nagtrabaho,14
nanay,6
dubai,1
iniwan,8
iingat,5
amain,3
aabuso,3
binubugbog,1
naiulat,2
pahayagan,12
1991,8
nabilanggo,3
pyansya,1
london,4
lydia,1
tiyahin,6
bahaging,10
magpakailanman,5
karanasan,11
naaabusong,1
sinusubukan,4
magsimula,6
tumutulong,6
lumabas,27
milagros,2
lira,1
encantadia,1
nitala,1
fhm,3
sexiest,3
women,7
hwang,7
황진이,1
黃眞伊,1
baybay,8
jini,1
chini,1
yi,4
chin,1
1506,2
1560,2
ngalang,4
gisaeng,6
myeongwol,1
명월,1
明月,1
mccune,1
reischauer,1
myongwol,1
maliwanag,11
mala,11
joseon,4
hihigit,2
kukulang,1
jungjong,1
mapantayang,1
kagandahan,11
kasiya,1
katalinuhan,4
inspirasyon,9
opera,3
nobela,25
modernong,41
ikonong,1
bagama,9
masyadong,11
malinaw,9
eksaktong,6
petsa,11
aristokrato,1
gaeseong,2
kaalaman,23
nagiiba,2
nagsabing,3
bulag,2
ngangalang,1
hyeon,2
geum,2
진현금,1
陳玄琴,1
pagtugtog,2
gayageum,1
tipikal,10
edukasyong,15
araling,3
pilosopiya,11
kasaysayan,54
masinsinan,1
napakapambihirang,1
geomungo,2
paglikha,31
sijo,4
prodihiya,1
mangilan,2
ngilang,2
nabubuhay,27
ipinapakita,14
makatuwid,1
maayos,7
pagkakabuo,1
kaayusang,2
doon,25
palasyo,10
manwoldae,1
talon,2
bagyeon,1
pokpo,1
sabi,7
nasawing,1
pangtulang,1
literatura,8
sinasalamin,1
pumanaw,9
pagsinta,1
pagpako,1
krusipiksyon,1
pagpapako,1
pagtatali,1
kriminal,3
nagkasala,3
lagutan,1
hininga,3
andres,11
makata,12
kwentista,3
nasulat,8
tula,20
estero,3
poems,2
nalimbag,1
1961,8
katipunan,6
wall,1
magaganda,1
flower,2
evening,1
dusk,1
night,7
dawn,2
isinilang,22
pangasina,1
tundo,2
rizal,16
elementary,3
torres,2
nasabing,21
y,79
nagsulat,12
babasahing,3
manila,17
chronicle,1
sunday,1
times,7
saturday,2
mirror,1
weekly,5
magazine,15
counterpoint,1
liwayway,8
isyu,12
nobelang,9
uliliang,1
gawad,3
balagtas,4
cultural,2
heritage,2
toym,1
